기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기별 매출액,2707000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기별 영업이익,774000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기별 당기순이익(지배),384000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기별 영업활동현금흐름,542000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기말 자산총계,32444000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기말 부채총계,21704000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,메자닌(일시자본) 440000000 별도
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기말 총자본(자기자본),10300000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-31,분기말 지배지분 자본,8708000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,
Warner Bros. Discovery,WBD,2019Q1,2019-03-29,분기말 종가,27.02,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/WBD?interval=1d&events=splits (2019-03-29),
Warner Bros. Discovery,WBD,2019Q1,2019-04-22,분기말 상장주식수,524914811,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,"XBRL 원문 dei:EntityCommonStockSharesOutstanding 3개 클래스 합 ; 클래스별(2019-04-22): CommonClassAMember 157848790, CommonClassBMember 6512378, CommonClassCMember 360553643"
Warner Bros. Discovery,WBD,2019Q1,2019-03-29,분기말 시가총액,14183198193,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/WBD?interval=1d&events=splits (2019-03-29) ; https://www.sec.gov/Archives/edgar/data/1437107/000143710719000026/,종가 27.02 × 주식수 524914811
Warner Bros. Discovery,WBD,2019Q2,2019-06-30,분기별 매출액,2885000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000039/,
Warner Bros. Discovery,WBD,2019Q2,2019-06-30,분기별 영업이익,911000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1437107/000143710719000039/,
