기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
DTE Energy,DTE,2019Q1,2019-03-31,분기별 매출액,3514000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기별 영업이익,542000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기별 당기순이익(지배),401000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기별 영업활동현금흐름,752000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기말 자산총계,36434000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기말 부채총계,25414000000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,부채및자본 36434000000 − 총자본 11020000000
DTE Energy,DTE,2019Q1,2019-03-31,분기말 총자본(자기자본),11020000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-31,분기말 지배지분 자본,10545000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,
DTE Energy,DTE,2019Q1,2019-03-29,분기말 종가,124.74,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-03-29),분할조정 종가 106.1617 × 이후 분할계수 1.175
DTE Energy,DTE,2019Q1,2019-03-31,분기말 상장주식수,183212427,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,dei:EntityCommonStockSharesOutstanding 클래스 합
DTE Energy,DTE,2019Q1,2019-03-29,분기말 시가총액,22853918144,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-03-29) ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,종가 124.74 × 주식수 183212427
DTE Energy,DTE,2019Q2,2019-06-30,분기별 매출액,2888000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-30,분기별 영업이익,300000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-30,분기별 당기순이익(지배),182000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-30,분기별 영업활동현금흐름,615000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000134/,누적 1367000000 − 직전누적 752000000 (시작 2019-01-01)
DTE Energy,DTE,2019Q2,2019-06-30,분기말 자산총계,36851000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-30,분기말 부채총계,26282000000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,부채및자본 36851000000 − 총자본 10569000000
DTE Energy,DTE,2019Q2,2019-06-30,분기말 총자본(자기자본),10569000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-30,분기말 지배지분 자본,10396000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,
DTE Energy,DTE,2019Q2,2019-06-28,분기말 종가,127.88,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-06-28),분할조정 종가 108.834 × 이후 분할계수 1.175
DTE Energy,DTE,2019Q2,2019-06-30,분기말 상장주식수,183301732,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,dei:EntityCommonStockSharesOutstanding 클래스 합
DTE Energy,DTE,2019Q2,2019-06-28,분기말 시가총액,23440625488,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-06-28) ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,종가 127.88 × 주식수 183301732
DTE Energy,DTE,2019Q3,2019-09-30,분기별 매출액,3119000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기별 영업이익,450000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기별 당기순이익(지배),319000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기별 영업활동현금흐름,534000000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000214/,누적 1901000000 − 직전누적 1367000000 (시작 2019-01-01)
DTE Energy,DTE,2019Q3,2019-09-30,분기말 자산총계,38345000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기말 부채총계,27441000000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,부채및자본 38345000000 − 총자본 10904000000
DTE Energy,DTE,2019Q3,2019-09-30,분기말 총자본(자기자본),10904000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기말 지배지분 자본,10740000000,USD,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,
DTE Energy,DTE,2019Q3,2019-09-30,분기말 종가,132.96,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-09-30),분할조정 종가 113.1574 × 이후 분할계수 1.175
DTE Energy,DTE,2019Q3,2019-09-30,분기말 상장주식수,183396510,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,dei:EntityCommonStockSharesOutstanding 클래스 합
DTE Energy,DTE,2019Q3,2019-09-30,분기말 시가총액,24384399970,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/DTE?interval=1d&events=splits (2019-09-30) ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,종가 132.96 × 주식수 183396510
DTE Energy,DTE,2019Q4,2019-12-31,분기별 매출액,3148000000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/936340/000093634020000127/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634019000256/,연간 12669000000 − 9개월누적 9521000000 (RegulatedAndUnregulatedOperatingRevenue)
