기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
HCA Healthcare,HCA,2013Q4,2013-12-31,분기말 자산총계,재작성 검증 실패(원 공시 유지),28831000000,공시,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/,,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/
HCA Healthcare,HCA,2013Q4,2013-12-31,분기말 부채총계,재작성 검증 실패(원 공시 유지),35759000000,공시,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/,,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/
HCA Healthcare,HCA,2013Q4,2013-12-31,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),-6928000000,공시,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/,,https://www.sec.gov/Archives/edgar/data/860730/000119312514070000/
HCA Healthcare,HCA,2014Q4,2014-12-31,분기말 자산총계,재작성 반영,31199000000,공시,https://www.sec.gov/Archives/edgar/data/860730/000119312515065975/,30980000000,https://www.sec.gov/Archives/edgar/data/860730/000119312517052253/
HCA Healthcare,HCA,2014Q4,2014-12-31,분기말 부채총계,재작성 반영,37697000000,공시,https://www.sec.gov/Archives/edgar/data/860730/000119312515065975/,37478000000,https://www.sec.gov/Archives/edgar/data/860730/000119312516482165/
Trane Technologies,TT,2010Q1,2010-03-31,분기별 매출액,재분류(미반영),2953400000,공시,https://www.sec.gov/Archives/edgar/data/1466258/000119312510112590/,2765900000,https://www.sec.gov/Archives/edgar/data/1466258/000119312511113959/
Trane Technologies,TT,2010Q1,2010-03-31,분기별 영업이익,재분류(미반영),133500000,공시,https://www.sec.gov/Archives/edgar/data/1466258/000119312510112590/,139500000,https://www.sec.gov/Archives/edgar/data/1466258/000119312511113959/
Trane Technologies,TT,2010Q1,2010-03-31,분기별 영업활동현금흐름,재분류(미반영),-52400000,공시,https://www.sec.gov/Archives/edgar/data/1466258/000119312510112590/,-39400000,https://www.sec.gov/Archives/edgar/data/1466258/000119312511113959/
Trane Technologies,TT,2010Q2,2010-06-30,분기별 매출액,재분류(미반영),3703400000,공시,https://www.sec.gov/Archives/edgar/data/1466258/000119312510178827/,3481800000,https://www.sec.gov/Archives/edgar/data/1466258/000144530511002207/
Trane Technologies,TT,2010Q2,2010-06-30,분기별 영업이익,재분류(미반영),383000000,공시,https://www.sec.gov/Archives/edgar/data/1466258/000119312510178827/,363400000,https://www.sec.gov/Archives/edgar/data/1466258/000144530511002207/
