기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
Chipotle Mexican Grill,CMG,2014Q4,2014-12-31,분기말 자산총계,재작성 반영,2546285000,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312515033771/,2527317000,https://www.sec.gov/Archives/edgar/data/1058090/000105809016000058/
Chipotle Mexican Grill,CMG,2014Q4,2014-12-31,분기말 부채총계,재작성 반영,533916000,공시,https://www.sec.gov/Archives/edgar/data/1058090/000119312515033771/,514948000,https://www.sec.gov/Archives/edgar/data/1058090/000105809016000058/
Keurig Dr Pepper,KDP,2011Q4,2011-12-31,분기별 영업활동현금흐름,재작성 반영,180000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813512000006/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813511000028/,203000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813514000008/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813511000028/
Keurig Dr Pepper,KDP,2012Q3,2012-09-30,분기별 영업활동현금흐름,재작성 반영,305000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813512000034/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813512000028/,323000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813513000054/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813512000028/
Keurig Dr Pepper,KDP,2012Q4,2012-12-31,분기별 영업활동현금흐름,재작성 반영,194000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813513000006/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813512000034/,200000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813515000006/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813513000054/
Keurig Dr Pepper,KDP,2013Q1,2013-03-31,분기별 영업활동현금흐름,재작성 반영,60000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813513000030/,77000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813514000018/
Keurig Dr Pepper,KDP,2013Q2,2013-06-30,분기별 영업활동현금흐름,재작성 반영,216000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813513000042/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813513000030/,218000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813514000026/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813514000018/
Keurig Dr Pepper,KDP,2013Q3,2013-09-30,분기별 영업활동현금흐름,재작성 반영,340000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813513000054/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813513000042/,321000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813513000054/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813514000026/
Keurig Dr Pepper,KDP,2014Q4,2014-12-31,분기말 자산총계,재작성 반영,8273000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813515000006/,8265000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813516000050/
Keurig Dr Pepper,KDP,2014Q4,2014-12-31,분기말 부채총계,재작성 반영,5979000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813515000006/,5971000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813516000050/
Keurig Dr Pepper,KDP,2015Q4,2015-12-31,분기별 영업활동현금흐름,재작성 반영,268000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813516000050/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813515000027/,291000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813518000006/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813515000027/
Keurig Dr Pepper,KDP,2016Q1,2016-03-31,분기별 영업활동현금흐름,재작성 반영,177000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813516000058/,197000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000020/
Keurig Dr Pepper,KDP,2016Q2,2016-06-30,분기별 영업활동현금흐름,재작성 반영,230000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813516000065/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813516000058/,231000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000042/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813517000020/
Keurig Dr Pepper,KDP,2016Q3,2016-09-30,분기별 영업활동현금흐름,재작성 반영,276000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1418135/000141813516000085/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813516000065/,277000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000047/ ; https://www.sec.gov/Archives/edgar/data/1418135/000141813517000042/
Keurig Dr Pepper,KDP,2017Q1,2017-03-31,분기별 영업이익,재작성 반영,285000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000020/,222000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
Keurig Dr Pepper,KDP,2017Q1,2017-03-31,분기별 당기순이익(지배),재작성 반영,177000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000020/,59000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
Keurig Dr Pepper,KDP,2017Q2,2017-06-30,분기별 영업이익,재작성 반영,373000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000042/,173000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
Keurig Dr Pepper,KDP,2017Q2,2017-06-30,분기별 당기순이익(지배),재작성 반영,188000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000042/,60000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
Keurig Dr Pepper,KDP,2017Q3,2017-09-30,분기별 영업이익,재작성 반영,367000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000047/,238000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
Keurig Dr Pepper,KDP,2017Q3,2017-09-30,분기별 당기순이익(지배),재작성 반영,203000000,공시,https://www.sec.gov/Archives/edgar/data/1418135/000141813517000047/,116000000,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000007/
