기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기별 매출액,1062800000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기별 영업이익,294100000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기별 당기순이익(지배),205400000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기별 영업활동현금흐름,259500000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 자산총계,7822000000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 부채총계,2108100000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 총자본(자기자본),5713900000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,"StockholdersEquity, MinorityInterest 태그 없음"
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 지배지분 자본,5713900000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 종가,59.2,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBH?interval=1d&events=splits (2010-03-31),분할조정 종가 57.4757 × 이후 분할계수 1.03
Zimmer Biomet,ZBH,2010Q1,2010-04-23,분기말 상장주식수,202807605,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zimmer Biomet,ZBH,2010Q1,2010-03-31,분기말 시가총액,12006210216,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBH?interval=1d&events=splits (2010-03-31) ; https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,종가 59.2 × 주식수 202807605
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기별 매출액,1057700000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/,
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기별 영업이익,228100000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/,
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기별 당기순이익(지배),165500000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/,
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기별 영업활동현금흐름,272700000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/ ; https://www.sec.gov/Archives/edgar/data/1136869/000095012310043732/,누적 532200000 − 직전누적 259500000 (시작 2010-01-01)
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기말 자산총계,7827300000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/,
Zimmer Biomet,ZBH,2010Q2,2010-06-30,분기말 부채총계,2092800000,USD,공시,https://www.sec.gov/Archives/edgar/data/1136869/000095012310073408/,
