기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
Bio-Techne,TECH,2010Q1,2010-03-31,분기별 매출액,70278000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/842023/000095012311047842/,SalesRevenueNet ; 그 분기 보고서에 연결 총계가 없어 2011-05-10 제출본의 비교기간에서 읽었다
Bio-Techne,TECH,2010Q1,2010-03-31,분기별 영업이익,41648000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/842023/000095012311047842/,OperatingIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-10 제출본의 비교기간에서 읽었다
Bio-Techne,TECH,2010Q1,2010-03-31,분기별 당기순이익(지배),32388000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/842023/000095012311047842/,NetIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-10 제출본의 비교기간에서 읽었다
Bio-Techne,TECH,2010Q1,2010-03-31,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000016/,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 자산총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000016/,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 부채총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000016/,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 총자본(자기자본),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000016/,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 지배지분 자본,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000016/,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 종가,63.58,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/TECH?interval=1d&events=splits (2010-03-31),분할조정 종가 15.895 × 이후 분할계수 4
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 상장주식수,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Bio-Techne,TECH,2010Q1,2010-03-31,분기말 시가총액,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Bio-Techne,TECH,2010Q2,2010-06-30,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기별 영업이익,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기별 당기순이익(지배),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 자산총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 부채총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 총자본(자기자본),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 지배지분 자본,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/842023/000084202310000031/,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 종가,57.45,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/TECH?interval=1d&events=splits (2010-06-30),분할조정 종가 14.3625 × 이후 분할계수 4
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 상장주식수,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Bio-Techne,TECH,2010Q2,2010-06-30,분기말 시가총액,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Bio-Techne,TECH,2010Q3,2010-09-30,분기별 매출액,67945000,USD,공시,https://www.sec.gov/Archives/edgar/data/842023/000095012310102922/,
Bio-Techne,TECH,2010Q3,2010-09-30,분기별 영업이익,38363000,USD,공시,https://www.sec.gov/Archives/edgar/data/842023/000095012310102922/,
Bio-Techne,TECH,2010Q3,2010-09-30,분기별 당기순이익(지배),26373000,USD,공시,https://www.sec.gov/Archives/edgar/data/842023/000095012310102922/,
