기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
Skyworks,SWKS,2010Q4,2011-09-30,분기말 자산총계,재작성 검증 실패(원 공시 유지),1890389000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412711000015/,,https://www.sec.gov/Archives/edgar/data/4127/000000412712000008/
Skyworks,SWKS,2010Q4,2011-09-30,분기말 부채총계,재작성 검증 실패(원 공시 유지),281294000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412711000015/,,https://www.sec.gov/Archives/edgar/data/4127/000000412712000008/
Skyworks,SWKS,2010Q4,2011-09-30,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),1609095000,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/4127/000000412711000015/,,https://www.sec.gov/Archives/edgar/data/4127/000000412712000008/
Skyworks,SWKS,2016Q2,2016-09-30,분기별 영업활동현금흐름,재작성 반영,455000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/4127/000000412716000068/ ; https://www.sec.gov/Archives/edgar/data/4127/000000412716000062/,437000000,https://www.sec.gov/Archives/edgar/data/4127/000000412718000046/ ; https://www.sec.gov/Archives/edgar/data/4127/000000412716000062/
Skyworks,SWKS,2017Q3,2017-09-29,분기별 영업활동현금흐름,재작성 반영,425400000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/4127/000000412717000033/ ; https://www.sec.gov/Archives/edgar/data/4127/000000412717000027/,417600000,https://www.sec.gov/Archives/edgar/data/4127/000000412718000046/ ; https://www.sec.gov/Archives/edgar/data/4127/000000412718000032/
Skyworks,SWKS,2017Q4,2017-12-29,분기말 자산총계,재작성 검증 실패(원 공시 유지),4594300000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/,,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/
Skyworks,SWKS,2017Q4,2017-12-29,분기말 부채총계,재작성 검증 실패(원 공시 유지),693800000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/,,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/
Skyworks,SWKS,2017Q4,2017-12-29,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),3900500000,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/,,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/
Skyworks,SWKS,2010Q4,2011-09-30,분기말 지배지분 자본,재작성 검증 실패(원 공시 유지),1609095000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412711000015/,1609300000,https://www.sec.gov/Archives/edgar/data/4127/000000412714000046/
Skyworks,SWKS,2017Q4,2017-12-29,분기말 지배지분 자본,재작성 검증 실패(원 공시 유지),3900500000,공시,https://www.sec.gov/Archives/edgar/data/4127/000000412718000011/,4038300000,https://www.sec.gov/Archives/edgar/data/4127/000000412720000007/
