기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
ONEOK,OKE,2010Q1,2010-06-30,분기별 매출액,2807131000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기별 영업이익,178713000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기별 당기순이익(지배),41724000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),USD,데이터 없음(직전 보고서 없음),https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기말 자산총계,12119911000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기말 부채총계,8249337000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,부채및자본 12119911000 − 총자본 3870574000
ONEOK,OKE,2010Q1,2010-06-30,분기말 총자본(자기자본),3870574000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기말 지배지분 자본,2387229000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,
ONEOK,OKE,2010Q1,2010-06-30,분기말 종가,43.25,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/OKE?interval=1d&events=splits (2010-06-30),분할조정 종가 18.9328 × 이후 분할계수 2.2844
ONEOK,OKE,2010Q1,2010-07-28,분기말 상장주식수,106418886,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,dei:EntityCommonStockSharesOutstanding 클래스 합
ONEOK,OKE,2010Q1,2010-06-30,분기말 시가총액,4602616820,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/OKE?interval=1d&events=splits (2010-06-30) ; https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,종가 43.25 × 주식수 106418886
ONEOK,OKE,2010Q2,2010-09-30,분기별 매출액,2942703000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기별 영업이익,186904000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기별 당기순이익(지배),55295000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기별 영업활동현금흐름,168904000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/ ; https://www.sec.gov/Archives/edgar/data/1039684/000090928110000134/,누적 760031000 − 직전누적 591127000 (시작 2010-01-01)
ONEOK,OKE,2010Q2,2010-09-30,분기말 자산총계,11929753000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기말 부채총계,8034358000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,부채및자본 11929753000 − 총자본 3895395000
ONEOK,OKE,2010Q2,2010-09-30,분기말 총자본(자기자본),3895395000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기말 지배지분 자본,2414479000,USD,공시,https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,
ONEOK,OKE,2010Q2,2010-09-30,분기말 종가,45.04,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/OKE?interval=1d&events=splits (2010-09-30),분할조정 종가 19.7163 × 이후 분할계수 2.2844
ONEOK,OKE,2010Q2,2010-10-29,분기말 상장주식수,106491549,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,dei:EntityCommonStockSharesOutstanding 클래스 합
ONEOK,OKE,2010Q2,2010-09-30,분기말 시가총액,4796379367,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/OKE?interval=1d&events=splits (2010-09-30) ; https://www.sec.gov/Archives/edgar/data/1039684/000103968410000043/,종가 45.04 × 주식수 106491549
ONEOK,OKE,2010Q3,,분기별 매출액,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기별 영업이익,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기별 당기순이익(지배),미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기별 영업활동현금흐름,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 자산총계,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 부채총계,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 총자본(자기자본),미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 지배지분 자본,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 종가,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 상장주식수,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q3,,분기말 시가총액,미확인,,미확인,해당 라벨 보고서 없음,
ONEOK,OKE,2010Q4,2011-02-22,분기별 매출액,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1039684/000103968411000029/,
ONEOK,OKE,2010Q4,2011-02-22,분기별 영업이익,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1039684/000103968411000029/,
ONEOK,OKE,2010Q4,2011-02-22,분기별 당기순이익(지배),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1039684/000103968411000029/,
ONEOK,OKE,2010Q4,2011-02-22,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/1039684/000103968411000029/,
