기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
DTE Energy,DTE,2011Q1,2011-03-31,분기별 영업이익,재분류(미반영),390000000,공시,https://www.sec.gov/Archives/edgar/data/936340/000095012311040177/,389000000,https://www.sec.gov/Archives/edgar/data/936340/000093634013000028/
DTE Energy,DTE,2011Q3,2011-09-30,분기별 영업이익,재분류(미반영),399000000,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634011000005/,398000000,https://www.sec.gov/Archives/edgar/data/936340/000093634013000028/
DTE Energy,DTE,2011Q4,2011-12-31,분기별 영업이익,재분류(미반영),346000000,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/936340/000093634012000004/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634011000005/,344000000,https://www.sec.gov/Archives/edgar/data/936340/000093634014000014/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634011000005/
DTE Energy,DTE,2012Q3,2012-09-30,분기별 영업이익,재분류(미반영),410000000,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634012000113/,406000000,https://www.sec.gov/Archives/edgar/data/936340/000093634014000014/
DTE Energy,DTE,2012Q4,2012-12-31,분기별 영업이익,재분류(미반영),263000000,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/936340/000093634013000028/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634012000113/,267000000,https://www.sec.gov/Archives/edgar/data/936340/000093634013000028/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634013000138/
DTE Energy,DTE,2014Q4,2014-12-31,분기별 영업활동현금흐름,재작성 반영,541000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634014000106/,547000000,https://www.sec.gov/Archives/edgar/data/936340/000093634017000064/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634014000106/
DTE Energy,DTE,2014Q4,2014-12-31,분기말 자산총계,재작성 검증 실패(원 공시 유지),27974000000,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/,,https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/
DTE Energy,DTE,2014Q4,2014-12-31,분기말 부채총계,재작성 검증 실패(원 공시 유지),19632000000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/,,https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/
DTE Energy,DTE,2014Q4,2014-12-31,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),8342000000,공시,https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/,,https://www.sec.gov/Archives/edgar/data/936340/000093634015000014/
DTE Energy,DTE,2015Q3,2015-09-30,분기별 영업활동현금흐름,재작성 반영,288000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/936340/000093634015000171/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634015000122/,293000000,https://www.sec.gov/Archives/edgar/data/936340/000093634016000415/ ; https://www.sec.gov/Archives/edgar/data/936340/000093634015000122/
