기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
NVIDIA,NVDA,2013Q4,2014-01-26,분기말 부채총계,재작성 반영,2794496000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/,2795894000,https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/
NVIDIA,NVDA,2013Q4,2014-01-26,분기말 총자본(자기자본),재작성 반영,4456398000,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/,4455000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/
NVIDIA,NVDA,2013Q4,2014-01-26,분기말 지배지분 자본,재작성 반영,4456398000,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/,4455000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/
NVIDIA,NVDA,2015Q3,2015-10-25,분기별 당기순이익(지배),재작성 반영,246000000,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581015000173/,247000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/
NVIDIA,NVDA,2016Q1,2016-05-01,분기별 당기순이익(지배),재작성 반영,196000000,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000275/,208000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/
NVIDIA,NVDA,2016Q1,2016-05-01,분기별 영업활동현금흐름,재작성 반영,309000000,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000275/,319000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000075/
NVIDIA,NVDA,2016Q2,2016-07-31,분기별 당기순이익(지배),재작성 반영,253000000,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000300/,261000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/
NVIDIA,NVDA,2016Q2,2016-07-31,분기별 영업활동현금흐름,재작성 반영,184000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581016000300/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581016000275/,200000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000123/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581017000075/
NVIDIA,NVDA,2016Q3,2016-10-30,분기별 영업활동현금흐름,재작성 반영,458000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581016000353/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581016000300/,432000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000353/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581017000123/
Apple,AAPL,2015Q3,2015-09-26,분기말 자산총계,재작성 반영,290479000000,공시,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/,290345000000,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/
