기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기별 매출액,211975000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,SalesRevenueNet ; 그 분기 보고서에 연결 총계가 없어 2011-05-05 제출본의 비교기간에서 읽었다
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기별 영업이익,32941000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,OperatingIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-05 제출본의 비교기간에서 읽었다
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기별 당기순이익(지배),24733000,USD,공시(후속 보고서 비교기간),https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,NetIncomeLoss ; 그 분기 보고서에 연결 총계가 없어 2011-05-05 제출본의 비교기간에서 읽었다
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기별 영업활동현금흐름,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/877212/000119312510110577/,
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 자산총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/877212/000119312510110577/,
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 부채총계,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/877212/000119312510110577/,
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 총자본(자기자본),미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/877212/000119312510110577/,
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 지배지분 자본,미확인,USD,미확인,https://www.sec.gov/Archives/edgar/data/877212/000119312510110577/,
Zebra Technologies,ZBRA,2010Q1,2010-04-01,분기말 종가,29.93,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-04-01),
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 상장주식수,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Zebra Technologies,ZBRA,2010Q1,2010-04-03,분기말 시가총액,미확인,,미확인,SEC companyfacts·XBRL 원문 모두 dei 표지 주식수 없음,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기별 매출액,235735000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기별 영업이익,32841000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기별 당기순이익(지배),22677000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),USD,데이터 없음(직전 보고서 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기말 자산총계,841955000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기말 부채총계,121302000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기말 총자본(자기자본),720653000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2010Q2,2010-07-03,분기말 지배지분 자본,720653000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,
Zebra Technologies,ZBRA,2010Q2,2010-07-02,분기말 종가,24.66,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-07-02),
Zebra Technologies,ZBRA,2010Q2,2010-07-30,분기말 상장주식수,56682261,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2010Q2,2010-07-02,분기말 시가총액,1397784556,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-07-02) ; https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,종가 24.66 × 주식수 56682261
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기별 매출액,246507000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기별 영업이익,38857000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기별 당기순이익(지배),26151000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기별 영업활동현금흐름,34408000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312510191096/,누적 101738000 − 직전누적 67330000 (시작 2010-01-01)
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기말 자산총계,871645000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기말 부채총계,140938000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기말 총자본(자기자본),730707000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2010Q3,2010-10-02,분기말 지배지분 자본,730707000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,
Zebra Technologies,ZBRA,2010Q3,2010-10-01,분기말 종가,33.83,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-10-01),
Zebra Technologies,ZBRA,2010Q3,2010-10-29,분기말 상장주식수,56528911,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2010Q3,2010-10-01,분기말 시가총액,1912373059,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-10-01) ; https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,종가 33.83 × 주식수 56528911
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기별 매출액,248175000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,연간 956848000 − 9개월누적 708673000 (SalesRevenueNet)
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기별 영업이익,40434000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,연간 143852000 − 9개월누적 103418000 (OperatingIncomeLoss)
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기별 당기순이익(지배),28217000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,연간 101778000 − 9개월누적 73561000 (NetIncomeLoss)
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기별 영업활동현금흐름,38721000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312510249606/,누적 140459000 − 직전누적 101738000 (시작 2010-01-01)
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 자산총계,878864000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 부채총계,148832000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 총자본(자기자본),730032000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 지배지분 자본,730032000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 종가,37.99,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-12-31),
Zebra Technologies,ZBRA,2010Q4,2011-02-11,분기말 상장주식수,55758784,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2010Q4,2010-12-31,분기말 시가총액,2118276204,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2010-12-31) ; https://www.sec.gov/Archives/edgar/data/877212/000119312511045274/,종가 37.99 × 주식수 55758784
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기별 매출액,237301000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기별 영업이익,44362000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기별 당기순이익(지배),61634000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기별 영업활동현금흐름,-5169000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기말 자산총계,894207000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기말 부채총계,139801000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기말 총자본(자기자본),754406000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2011Q1,2011-04-02,분기말 지배지분 자본,754406000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,
Zebra Technologies,ZBRA,2011Q1,2011-04-01,분기말 종가,39.32,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-04-01),
Zebra Technologies,ZBRA,2011Q1,2011-04-29,분기말 상장주식수,54637937,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2011Q1,2011-04-01,분기말 시가총액,2148363683,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-04-01) ; https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,종가 39.32 × 주식수 54637937
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기별 매출액,245541000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기별 영업이익,46671000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기별 당기순이익(지배),32964000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기별 영업활동현금흐름,12657000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312511128179/,누적 7488000 − 직전누적 -5169000 (시작 2011-01-01)
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기말 자산총계,871369000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기말 부채총계,115669000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기말 총자본(자기자본),755700000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2011Q2,2011-07-02,분기말 지배지분 자본,755700000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,
Zebra Technologies,ZBRA,2011Q2,2011-07-01,분기말 종가,42.87,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-07-01),
Zebra Technologies,ZBRA,2011Q2,2011-07-29,분기말 상장주식수,53857740,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2011Q2,2011-07-01,분기말 시가총액,2308881314,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-07-01) ; https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,종가 42.87 × 주식수 53857740
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기별 매출액,253338000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기별 영업이익,48880000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기별 당기순이익(지배),45001000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기별 영업활동현금흐름,27235000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312511212401/,누적 34723000 − 직전누적 7488000 (시작 2011-01-01)
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기말 자산총계,851772000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기말 부채총계,105824000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기말 총자본(자기자본),745948000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,"StockholdersEquity, MinorityInterest 태그 없음"
Zebra Technologies,ZBRA,2011Q3,2011-10-01,분기말 지배지분 자본,745948000,USD,공시,https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,
Zebra Technologies,ZBRA,2011Q3,2011-09-30,분기말 종가,30.94,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-09-30),
Zebra Technologies,ZBRA,2011Q3,2011-10-28,분기말 상장주식수,51963438,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,dei:EntityCommonStockSharesOutstanding 클래스 합
Zebra Technologies,ZBRA,2011Q3,2011-09-30,분기말 시가총액,1607748772,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/ZBRA?interval=1d&events=splits (2011-09-30) ; https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,종가 30.94 × 주식수 51963438
Zebra Technologies,ZBRA,2011Q4,2011-12-31,분기별 매출액,247308000,USD,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/877212/000119312512075320/ ; https://www.sec.gov/Archives/edgar/data/877212/000119312511301638/,연간 983488000 − 9개월누적 736180000 (SalesRevenueNet)
