기업,종목코드,기간,기준일,항목,값(원),값구분,출처
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 자산총계,24542374643000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 부채총계,11404960428000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 총자본(자기자본),13137414215000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 매출액,3268529911000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 영업이익,28112424000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 당기순이익(지배),2811773000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 영업활동현금흐름,121665026000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 지배지분 자본,11891274796000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD한국조선해양,009540,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD한국조선해양,009540,2019Q2,2019-06-30,분기말 자산총계,24819665900000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002298
HD한국조선해양,009540,2019Q2,2019-06-30,분기말 부채총계,11491628362000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002298
HD한국조선해양,009540,2019Q2,2019-06-30,분기말 총자본(자기자본),13328037538000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002298
HD한국조선해양,009540,2019Q2,2019-06-30,분기별 매출액,3922920781000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002298
HD한국조선해양,009540,2019Q2,2019-06-30,분기별 영업이익,55494980000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002298
