기업,종목코드,기간,기준일,항목,값(원),값구분,출처
삼성SDI,006400,2019Q1,2019-03-31,분기말 자산총계,19554270209306,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기말 부채총계,7244721232338,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기말 총자본(자기자본),12309548976968,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기별 매출액,2304063855366,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기별 영업이익,118798090448,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기별 당기순이익(지배),50179880047,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기별 영업활동현금흐름,28559390052,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기말 지배지분 자본,12014893747916,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q2,2019-06-30,분기말 자산총계,19765807258363,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기말 부채총계,7248584680800,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기말 총자본(자기자본),12517222577563,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기별 매출액,2404505708738,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기별 영업이익,157297745543,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기별 당기순이익(지배),148553337929,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기별 영업활동현금흐름,469278157091,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001002
삼성SDI,006400,2019Q2,2019-06-30,분기말 지배지분 자본,12205240093876,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q2,2019-06-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q2,2019-06-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q2,2019-06-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q3,2019-09-30,분기말 자산총계,19736996217646,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기말 부채총계,6981375568954,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기말 총자본(자기자본),12755620648692,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기별 매출액,2567937571530,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기별 영업이익,165957224767,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기별 당기순이익(지배),208354984468,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기별 영업활동현금흐름,208118406319,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001473
삼성SDI,006400,2019Q3,2019-09-30,분기말 지배지분 자본,12427430278474,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q3,2019-09-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q3,2019-09-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q3,2019-09-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q4,2019-12-31,분기말 자산총계,19852096448004,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729
삼성SDI,006400,2019Q4,2019-12-31,분기말 부채총계,7191751252868,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729
삼성SDI,006400,2019Q4,2019-12-31,분기말 총자본(자기자본),12660345195136,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729
삼성SDI,006400,2019Q4,2019-12-31,분기별 매출액,2820919028498,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q4,2019-12-31,분기별 영업이익,20123401511,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q4,2019-12-31,분기별 당기순이익(지배),-50539341852,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q4,2019-12-31,분기별 영업활동현금흐름,217115679206,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001269
삼성SDI,006400,2019Q4,2019-12-31,분기말 지배지분 자본,12324936720467,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003729
삼성SDI,006400,2019Q4,2019-12-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q4,2019-12-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2019Q4,2019-12-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
삼성SDI,006400,2020Q1,2020-03-31,분기말 자산총계,19886909228403,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기말 부채총계,7422640142719,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기말 총자본(자기자본),12464269085684,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기별 매출액,2397530029531,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기별 영업이익,53971595756,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기별 당기순이익(지배),-9586962111,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기별 영업활동현금흐름,350685174924,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기말 지배지분 자본,12109582319934,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001513
삼성SDI,006400,2020Q1,2020-03-31,분기말 종가,240500,API,https://apis.data.go.kr/1160100/GetStockSecuritiesInfoService_V2/getStockPriceInfo_V2?basDt=20200331&likeSrtnCd=006400 (serviceKey 제외)
삼성SDI,006400,2020Q1,2020-03-31,분기말 상장주식수,68764530,API,https://apis.data.go.kr/1160100/GetStockSecuritiesInfoService_V2/getStockPriceInfo_V2?basDt=20200331&likeSrtnCd=006400 (serviceKey 제외)
삼성SDI,006400,2020Q1,2020-03-31,분기말 시가총액,16537869465000,API,https://apis.data.go.kr/1160100/GetStockSecuritiesInfoService_V2/getStockPriceInfo_V2?basDt=20200331&likeSrtnCd=006400 (serviceKey 제외)
삼성SDI,006400,2020Q2,2020-06-30,분기말 자산총계,20539962732324,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814001846
삼성SDI,006400,2020Q2,2020-06-30,분기말 부채총계,7887838809741,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814001846
삼성SDI,006400,2020Q2,2020-06-30,분기말 총자본(자기자본),12652123922583,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814001846
삼성SDI,006400,2020Q2,2020-06-30,분기별 매출액,2558614011125,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814001846
삼성SDI,006400,2020Q2,2020-06-30,분기별 영업이익,103814071410,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814001846
