기업,종목코드,기간,기준일,항목,값(원),값구분,출처
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 자산총계,26032773806788,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 부채총계,19765126286323,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 총자본(자기자본),6267647520465,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기별 매출액,3828732949613,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기별 영업이익,322331121993,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기별 당기순이익(지배),-38444841923,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기별 영업활동현금흐름,-656705970636,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 지배지분 자본,2751793630234,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002099
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
두산에너빌리티,034020,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
두산에너빌리티,034020,2019Q2,2019-06-30,분기말 자산총계,25718000892028,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001701
두산에너빌리티,034020,2019Q2,2019-06-30,분기말 부채총계,18684582292816,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001701
