기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
JB금융지주,175330,2022Q3,2022-09-30,분기별 영업활동현금흐름,재작성 반영,501663000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20221114001330 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220816002024,120795000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231114002058
JB금융지주,175330,2022Q4,2022-12-31,분기별 영업활동현금흐름,재작성 반영,-552638000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230330001609 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20221114001330,-171770000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231114002058
카카오페이,377300,2022Q4,2022-12-31,분기말 자산총계,재작성 반영,3331529857877,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000900,3331422320817,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240418000360
카카오페이,377300,2022Q4,2022-12-31,분기말 부채총계,재작성 반영,1423304932690,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000900,1423162601012,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240418000360
카카오페이,377300,2022Q4,2022-12-31,분기말 총자본(자기자본),재작성 반영,1908224925187,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000900,1908259719805,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240418000360
카카오페이,377300,2022Q4,2022-12-31,분기말 지배지분 자본,재작성 반영,1806572100028,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000900,1806592976799,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240418000360
삼성카드,029780,2015Q4,2015-12-31,분기별 영업활동현금흐름,재작성 반영,-373050523359,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20160330003643 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20151207000127,-373354116177,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331005195
삼성카드,029780,2017Q2,2017-06-30,분기별 영업수익,재작성 반영,838130728165,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170814001363,895154061398,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20180814002067
삼성카드,029780,2018Q1,2018-03-31,분기별 영업수익,재작성 반영,1000536416203,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20180515002481,844427781628,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001357
삼성카드,029780,2018Q2,2018-06-30,분기별 영업수익,재작성 반영,1068146418910,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20180814002067,897739319786,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001637
삼성카드,029780,2018Q3,2018-09-30,분기별 영업수익,재작성 반영,982236534923,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20181206000017,813686033710,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001243
