기업,종목코드,기간,기준일,항목,값(원),값구분,출처
SK하이닉스,000660,2010Q1,2010-03-31,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기별 매출액,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기별 영업활동현금흐름,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q1,2010-03-31,분기말 종가,26700,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 하이닉스 ; 종가 26700 × 상장주식수 589667169 = 시가총액 15744113412300)"
SK하이닉스,000660,2010Q1,2010-03-31,분기말 상장주식수,589667169,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 하이닉스 ; 종가 26700 × 상장주식수 589667169 = 시가총액 15744113412300)"
SK하이닉스,000660,2010Q1,2010-03-31,분기말 시가총액,15744113412300,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 하이닉스 ; 종가 26700 × 상장주식수 589667169 = 시가총액 15744113412300)"
SK하이닉스,000660,2010Q2,2010-06-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기별 매출액,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기별 영업활동현금흐름,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100512000005
SK하이닉스,000660,2010Q2,2010-06-30,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q2,2010-06-30,분기말 종가,25050,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 하이닉스 ; 종가 25050 × 상장주식수 590231217 = 시가총액 14785291985850)"
SK하이닉스,000660,2010Q2,2010-06-30,분기말 상장주식수,590231217,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 하이닉스 ; 종가 25050 × 상장주식수 590231217 = 시가총액 14785291985850)"
SK하이닉스,000660,2010Q2,2010-06-30,분기말 시가총액,14785291985850,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 하이닉스 ; 종가 25050 × 상장주식수 590231217 = 시가총액 14785291985850)"
SK하이닉스,000660,2010Q3,2010-09-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기별 매출액,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기별 영업활동현금흐름,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000578
SK하이닉스,000660,2010Q3,2010-09-30,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q3,2010-09-30,분기말 종가,22150,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 하이닉스 ; 종가 22150 × 상장주식수 590276439 = 시가총액 13074623123850)"
SK하이닉스,000660,2010Q3,2010-09-30,분기말 상장주식수,590276439,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 하이닉스 ; 종가 22150 × 상장주식수 590276439 = 시가총액 13074623123850)"
SK하이닉스,000660,2010Q3,2010-09-30,분기말 시가총액,13074623123850,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 하이닉스 ; 종가 22150 × 상장주식수 590276439 = 시가총액 13074623123850)"
SK하이닉스,000660,2010Q4,2010-12-31,분기말 자산총계,17412117000000,공시(재작성 반영),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; 재작성 출처: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2010Q4,2010-12-31,분기말 부채총계,9504541000000,공시(재작성 반영),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; 재작성 출처: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2010Q4,2010-12-31,분기말 총자본(자기자본),7907576000000,공시(재작성 반영),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; 재작성 출처: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2010Q4,2010-12-31,분기별 매출액,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q4,2010-12-31,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q4,2010-12-31,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q4,2010-12-31,분기별 영업활동현금흐름,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000828
SK하이닉스,000660,2010Q4,2010-12-31,분기말 지배지분 자본,7905923000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040
SK하이닉스,000660,2010Q4,2010-12-30,분기말 종가,24000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 하이닉스 ; 종가 24000 × 상장주식수 590276554 = 시가총액 14166637296000)"
