기업,종목코드,기간,기준일,항목,값(원),값구분,출처
SK텔레콤,017670,2010Q1,2010-03-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517001382
SK텔레콤,017670,2010Q1,2010-03-31,분기말 종가,173500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, SK텔레콤 ; 종가 173500 × 상장주식수 80745711 = 시가총액 14009380858500)"
SK텔레콤,017670,2010Q1,2010-03-31,분기말 상장주식수,80745711,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, SK텔레콤 ; 종가 173500 × 상장주식수 80745711 = 시가총액 14009380858500)"
SK텔레콤,017670,2010Q1,2010-03-31,분기말 시가총액,14009380858500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, SK텔레콤 ; 종가 173500 × 상장주식수 80745711 = 시가총액 14009380858500)"
SK텔레콤,017670,2010Q2,2010-06-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816000861
SK텔레콤,017670,2010Q2,2010-06-30,분기말 종가,160500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, SK텔레콤 ; 종가 160500 × 상장주식수 80745711 = 시가총액 12959686615500)"
SK텔레콤,017670,2010Q2,2010-06-30,분기말 상장주식수,80745711,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, SK텔레콤 ; 종가 160500 × 상장주식수 80745711 = 시가총액 12959686615500)"
SK텔레콤,017670,2010Q2,2010-06-30,분기말 시가총액,12959686615500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, SK텔레콤 ; 종가 160500 × 상장주식수 80745711 = 시가총액 12959686615500)"
SK텔레콤,017670,2010Q3,2010-09-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기별 매출액,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),데이터 없음(직전 보고서 없음),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001107
SK텔레콤,017670,2010Q3,2010-09-30,분기말 종가,171500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, SK텔레콤 ; 종가 171500 × 상장주식수 80745711 = 시가총액 13847889436500)"
SK텔레콤,017670,2010Q3,2010-09-30,분기말 상장주식수,80745711,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, SK텔레콤 ; 종가 171500 × 상장주식수 80745711 = 시가총액 13847889436500)"
SK텔레콤,017670,2010Q3,2010-09-30,분기말 시가총액,13847889436500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, SK텔레콤 ; 종가 171500 × 상장주식수 80745711 = 시가총액 13847889436500)"
SK텔레콤,017670,2010Q4,2010-12-31,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002031
