기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
한국금융지주,071050,2011Q4,2011-12-31,분기말 자산총계,재작성 반영,18525381685495,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977,18794444234406,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559
한국금융지주,071050,2011Q4,2011-12-31,분기말 부채총계,재작성 반영,16074174506218,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977,16288961934161,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559
한국금융지주,071050,2011Q4,2011-12-31,분기말 총자본(자기자본),재작성 반영,2451207179277,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977,2505482300245,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559
한국금융지주,071050,2011Q4,2011-12-31,분기별 영업수익,재분류(미반영),365662514802,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000553,367660488165,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000286
한국금융지주,071050,2011Q4,2011-12-31,분기별 영업활동현금흐름,재분류(미반영),-499108760863,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000553,-469076806696,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000286
한국금융지주,071050,2011Q4,2011-12-31,분기말 지배지분 자본,재작성 반영,2441680670092,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120229000977,2496144254978,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559
한국금융지주,071050,2012Q1,2012-03-31,분기별 영업수익,재분류(미반영),2649765644855,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120629000615,2605955395995,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130628000501
한국금융지주,071050,2012Q1,2012-03-31,분기별 영업이익,재분류(미반영),323886220427,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120629000615,301610703628,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130628000501
한국금융지주,071050,2012Q1,2012-03-31,분기별 영업활동현금흐름,재분류(미반영),-1572475792950,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120629000615,-1572477848671,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130628000501
한국금융지주,071050,2012Q2,2012-06-30,분기별 영업활동현금흐름,재분류(미반영),1832044871669,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000559 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120629000615,1832046927390,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130628000501
한국금융지주,071050,2012Q3,2012-09-30,분기별 영업수익,재작성 반영,734772498796,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000956,923790783044,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20131114001204
한국금융지주,071050,2012Q3,2012-09-30,분기별 영업이익,재작성 반영,39082756517,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000956,43376649446,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20131114001204
한국금융지주,071050,2012Q3,2012-09-30,분기별 당기순이익(지배),재작성 반영,26140934692,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000956,25952873982,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20131114001204
한국금융지주,071050,2012Q4,2012-12-31,분기말 자산총계,재작성 반영,20843029556424,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000286,20781343921906,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130814001630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20140331003336
한국금융지주,071050,2012Q4,2012-12-31,분기말 부채총계,재작성 반영,18293470348324,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000286,18127963284828,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130814001630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20140331003336
