기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
우리금융지주,316140,2022Q3,2022-09-30,분기별 영업활동현금흐름,재작성 반영,-580859000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20221114002298 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220816002539,7801665000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231114002524
우리금융지주,316140,2022Q4,2022-12-31,분기별 영업활동현금흐름,재작성 반영,24398434000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001455 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20221114002298,16015910000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231114002524
메리츠금융지주,138040,2011Q1,2011-03-31,분기별 영업활동현금흐름,재작성 반영,-40210842000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110629000474,-127452201,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120629000621
메리츠금융지주,138040,2011Q3,2011-09-30,분기별 영업수익,재작성 반영,29838386333,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000996,6035822359,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000839
메리츠금융지주,138040,2011Q3,2011-09-30,분기별 영업이익,재작성 반영,2410629211,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000996,1464119455,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000839
메리츠금융지주,138040,2011Q4,2011-12-31,분기말 자산총계,재작성 반영,9350789460576,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120306000291,9747050841377,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000501 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000349
메리츠금융지주,138040,2011Q4,2011-12-31,분기말 부채총계,재작성 반영,7849840137906,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120306000291,8178228587435,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000501 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000349
메리츠금융지주,138040,2011Q4,2011-12-31,분기말 총자본(자기자본),재작성 반영,1500949322670,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120306000291,1568822253942,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000501 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000349
메리츠금융지주,138040,2011Q4,2011-12-31,분기별 영업수익,재작성 반영,1240425402583,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120306000291 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000996,1363302366326,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000501 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000839 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000349
메리츠금융지주,138040,2011Q4,2011-12-31,분기별 영업이익,재작성 반영,38680475495,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120306000291 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000996,81409629033,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120829000501 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20121129000839 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20130304000349
