기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
한화솔루션,009830,2019Q2,2019-06-30,분기별 매출액,재분류(미반영),2374146473238,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001785,2363969464166,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200813000779
한화솔루션,009830,2019Q2,2019-06-30,분기별 영업이익,재분류(미반영),97543621341,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001785,119163872876,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200813000779
한화솔루션,009830,2019Q3,2019-09-30,분기별 매출액,재분류(미반영),2441247985226,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001809,2425750563296,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20201116001175
한화솔루션,009830,2019Q3,2019-09-30,분기별 영업이익,재분류(미반영),152459310605,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001809,171875978751,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20201116001175
한화솔루션,009830,2019Q4,2019-12-31,분기별 매출액,재분류(미반영),2451666975503,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200402001215 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001809,2480358144434,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20201116001175
한화솔루션,009830,2019Q4,2019-12-31,분기별 영업이익,재분류(미반영),29979114253,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200402001215 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001809,-33885142181,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20201116001175
한화솔루션,009830,2020Q1,2020-03-31,분기별 영업이익,재분류(미반영),159035104602,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515002677,167148147831,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210514001574
한화솔루션,009830,2022Q1,2022-03-31,분기별 매출액,재분류(미반영),2970334577502,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220516001051,2848797408057,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230522000371
한화솔루션,009830,2022Q1,2022-03-31,분기별 영업이익,재분류(미반영),157878855620,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220516001051,146669460835,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230522000371
한화솔루션,009830,2022Q2,2022-06-30,분기별 매출액,재분류(미반영),3389085195472,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220812001021,3259036255497,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231129000785
