기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
가온전선,000500,2016Q2,2016-06-30,분기별 영업이익,재작성 반영,3128595939,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20160812000997,4078233572,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170814001622
가온전선,000500,2016Q2,2016-06-30,분기별 당기순이익(지배),재작성 반영,1219771817,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20160812000997,1943015840,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170814001622
가온전선,000500,2016Q3,2016-09-30,분기별 영업이익,재작성 반영,3474244606,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20161114001632,3311963895,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20171114001425
가온전선,000500,2016Q3,2016-09-30,분기별 당기순이익(지배),재작성 반영,3414028507,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20161114001632,3290435517,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20171114001425
가온전선,000500,2016Q4,2016-12-31,분기말 자산총계,재작성 반영,519225688902,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175,518462531631,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497
가온전선,000500,2016Q4,2016-12-31,분기말 부채총계,재작성 반영,254652647955,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175,254470711261,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497
가온전선,000500,2016Q4,2016-12-31,분기말 총자본(자기자본),재작성 반영,264573040947,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175,263991820370,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497
가온전선,000500,2016Q4,2016-12-31,분기별 영업이익,재작성 반영,3465949082,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20161114001632,3932869244,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20171114001425
가온전선,000500,2016Q4,2016-12-31,분기별 당기순이익(지배),재작성 반영,-4924143654,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20161114001632,-4568537259,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20171114001425
가온전선,000500,2016Q4,2016-12-31,분기말 지배지분 자본,재작성 반영,263427216431,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170331003175,262845995854,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20170515004497
