기업,종목코드,기간,기준일,항목,값(원),값구분,출처
삼성전자,005930,2010Q1,2010-03-31,분기말 자산총계,115095795000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기말 부채총계,39856847000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기말 총자본(자기자본),75238948000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기별 매출액,34638070000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기별 영업이익,4405612000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기별 당기순이익(지배),4016443000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기별 영업활동현금흐름,5226417000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기말 지배지분 자본,71817703000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q1,2010-03-31,분기말 종가,818000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성전자 ; 종가 818000 × 상장주식수 147299337 = 시가총액 120490857666000)"
삼성전자,005930,2010Q1,2010-03-31,분기말 상장주식수,147299337,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성전자 ; 종가 818000 × 상장주식수 147299337 = 시가총액 120490857666000)"
삼성전자,005930,2010Q1,2010-03-31,분기말 시가총액,120490857666000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성전자 ; 종가 818000 × 상장주식수 147299337 = 시가총액 120490857666000)"
삼성전자,005930,2010Q2,2010-06-30,분기말 자산총계,125676660000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기말 부채총계,43980103000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기말 총자본(자기자본),81696557000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기별 매출액,37891918000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기별 영업이익,5014212000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기별 당기순이익(지배),4172692000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기별 영업활동현금흐름,3820275000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001169
삼성전자,005930,2010Q2,2010-06-30,분기말 지배지분 자본,78113209000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q2,2010-06-30,분기말 종가,774000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성전자 ; 종가 774000 × 상장주식수 147299337 = 시가총액 114009686838000)"
삼성전자,005930,2010Q2,2010-06-30,분기말 상장주식수,147299337,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성전자 ; 종가 774000 × 상장주식수 147299337 = 시가총액 114009686838000)"
삼성전자,005930,2010Q2,2010-06-30,분기말 시가총액,114009686838000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성전자 ; 종가 774000 × 상장주식수 147299337 = 시가총액 114009686838000)"
삼성전자,005930,2010Q3,2010-09-30,분기말 자산총계,132229860000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기말 부채총계,46671394000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기말 총자본(자기자본),85558466000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기별 매출액,40229261000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기별 영업이익,4864413000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기별 당기순이익(지배),4310375000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
삼성전자,005930,2010Q3,2010-09-30,분기별 영업활동현금흐름,6757339000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000360
삼성전자,005930,2010Q3,2010-09-30,분기말 지배지분 자본,81861664000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000419
