기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
SK하이닉스,000660,2010Q4,2010-12-31,분기말 자산총계,재작성 반영,17584251000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040,17412117000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2010Q4,2010-12-31,분기말 부채총계,재작성 반영,9414758000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040,9504541000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2010Q4,2010-12-31,분기말 총자본(자기자본),재작성 반영,8169493000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003040,7907576000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001030 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120402001843
SK하이닉스,000660,2019Q4,2019-12-31,분기말 자산총계,재작성 반영,64789494000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330004441,65248350000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210330000776
SK하이닉스,000660,2019Q4,2019-12-31,분기말 부채총계,재작성 반영,16846299000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330004441,17312468000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210330000776
SK하이닉스,000660,2019Q4,2019-12-31,분기말 총자본(자기자본),재작성 반영,47943195000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330004441,47935882000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210330000776
SK하이닉스,000660,2019Q4,2019-12-31,분기말 지배지분 자본,재작성 반영,47928415000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330004441,47921102000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210330000776
SK하이닉스,000660,2020Q1,2020-03-31,분기별 영업이익,재작성 반영,800301000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515002346,802762000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210517000667
SK하이닉스,000660,2020Q1,2020-03-31,분기별 당기순이익(지배),재작성 반영,648154000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515002346,632890000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210517000667
SK하이닉스,000660,2020Q1,2020-03-31,분기별 영업활동현금흐름,재작성 반영,2331545000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515002346,2353173000000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210517000667
