기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처
고려아연,010130,2022Q2,2022-06-30,분기별 영업활동현금흐름,재작성 반영,412481662680,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220816001335 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220516001967,403201766316,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001675
고려아연,010130,2022Q3,2022-09-30,분기별 영업활동현금흐름,재작성 반영,795926359940,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20221114001151 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220816001335,805206256304,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001675
고려아연,010130,2025Q1,2025-03-31,분기별 영업활동현금흐름,재작성 반영,-468357495786,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001715,-468333425482,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001749
고려아연,010130,2025Q2,2025-06-30,분기별 영업활동현금흐름,재작성 반영,-174005711024,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001718 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001715,-174029781328,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260813001749
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 매출액,재작성 반영,3268529911000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741,3274958378000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001630
HD한국조선해양,009540,2019Q1,2019-03-31,분기별 영업이익,재작성 반영,28112424000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002741,34540891000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001630
SK이노베이션,096770,2019Q1,2019-03-31,분기별 매출액,재작성 반영,12848630916000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002007,12777452456000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001195
SK이노베이션,096770,2019Q1,2019-03-31,분기별 영업이익,재작성 반영,331058635000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002007,328726021000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001195
SK이노베이션,096770,2019Q1,2019-03-31,분기별 당기순이익(지배),재작성 반영,195775296000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002007,185572275000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001195
SK이노베이션,096770,2019Q1,2019-03-31,분기별 영업활동현금흐름,재작성 반영,397153328000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002007,402121018000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001195
SK이노베이션,096770,2019Q2,2019-06-30,분기별 매출액,재작성 반영,13103598061000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001536,13022552764000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814000845
SK이노베이션,096770,2019Q2,2019-06-30,분기별 영업이익,재작성 반영,497580323000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001536,493666625000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814000845
SK이노베이션,096770,2019Q2,2019-06-30,분기별 당기순이익(지배),재작성 반영,147009983000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001536,136114425000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814000845
SK이노베이션,096770,2019Q2,2019-06-30,분기별 영업활동현금흐름,재작성 반영,531304709000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001536 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002007,534735296000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200515001195 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200814000845
SK이노베이션,096770,2019Q3,2019-09-30,분기별 매출액,재작성 반영,12372509309000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114001451,12288082240000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20201116000843
