기업,종목코드,기간,기준일,항목,값(원),값구분,출처
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 자산총계,2232992715293,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 부채총계,1406479277502,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 총자본(자기자본),826513437791,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기별 매출액,417908039437,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기별 영업이익,-32004339624,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기별 당기순이익(지배),-25894566796,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기별 영업활동현금흐름,7394584287,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 지배지분 자본,826232046184,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 자산총계,2331438453907,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 부채총계,1589695326819,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 총자본(자기자본),741743127088,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기별 매출액,405192044272,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기별 영업이익,-80673653700,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기별 당기순이익(지배),-85044292429,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기별 영업활동현금흐름,27120439882,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002753
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 지배지분 자본,741458937910,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q2,2019-06-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 자산총계,2347035976619,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 부채총계,1602735774124,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 총자본(자기자본),744300202495,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기별 매출액,385729701010,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기별 영업이익,-3969671727,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기별 당기순이익(지배),1161902583,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기별 영업활동현금흐름,30443592922,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001839
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 지배지분 자본,744025477380,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q3,2019-09-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
HD현대일렉트릭,267260,2019Q4,2019-12-31,분기말 자산총계,2256474848477,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003384
HD현대일렉트릭,267260,2019Q4,2019-12-31,분기말 부채총계,1556258916971,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003384
HD현대일렉트릭,267260,2019Q4,2019-12-31,분기말 총자본(자기자본),700215931506,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003384
HD현대일렉트릭,267260,2019Q4,2019-12-31,분기별 매출액,562303803763,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003384 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
HD현대일렉트릭,267260,2019Q4,2019-12-31,분기별 영업이익,-40046800504,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330003384 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002504
