기업,종목코드,기간,기준일,항목,값(원),값구분,출처
현대모비스,012330,2019Q1,2019-03-31,분기말 자산총계,44307226000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기말 부채총계,13248616000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기말 총자본(자기자본),31058609000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기별 매출액,8737841000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기별 영업이익,493738000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기별 당기순이익(지배),482950000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기별 영업활동현금흐름,958667000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기말 지배지분 자본,30983988000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q2,2019-06-30,분기말 자산총계,44857447000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기말 부채총계,12998930000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기말 총자본(자기자본),31858517000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기별 매출액,9462251000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기별 영업이익,627250000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기별 당기순이익(지배),642763000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기별 영업활동현금흐름,875394000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515002428
현대모비스,012330,2019Q2,2019-06-30,분기말 지배지분 자본,31777411000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q2,2019-06-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q2,2019-06-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q2,2019-06-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
현대모비스,012330,2019Q3,2019-09-30,분기말 자산총계,45559210000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기말 부채총계,13109833000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기말 총자본(자기자본),32449377000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기별 매출액,9444949000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기별 영업이익,603899000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기별 당기순이익(지배),577167000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기별 영업활동현금흐름,712700000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814002275
현대모비스,012330,2019Q3,2019-09-30,분기말 지배지분 자본,32363414000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191114002399
현대모비스,012330,2019Q3,2019-09-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
