기업,종목코드,기간,기준일,항목,값(원),값구분,출처
한미반도체,042700,2019Q1,2019-03-31,분기말 자산총계,232490330713,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기말 부채총계,28986408725,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기말 총자본(자기자본),203503921988,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기별 매출액,19613028713,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기별 영업이익,238999909,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기별 당기순이익(지배),586443059,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기별 영업활동현금흐름,4779336791,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기말 지배지분 자본,203503921988,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q1,2019-03-31,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q1,2019-03-31,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q1,2019-03-31,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q2,2019-06-30,분기말 자산총계,236769776575,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기말 부채총계,34178590937,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기말 총자본(자기자본),202591185638,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기별 매출액,24612755946,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기별 영업이익,-1648913515,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기별 당기순이익(지배),-508700857,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기별 영업활동현금흐름,13365341170,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190515001400
한미반도체,042700,2019Q2,2019-06-30,분기말 지배지분 자본,202591185638,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
한미반도체,042700,2019Q2,2019-06-30,분기말 종가,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q2,2019-06-30,분기말 상장주식수,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q2,2019-06-30,분기말 시가총액,데이터 없음(소스 서비스 시작일 2020-01-02 이전),데이터 없음(소스 시작일),공공데이터포털 주식시세 V2 (서비스 시작일 이전)
한미반도체,042700,2019Q3,2019-09-30,분기말 자산총계,245098992054,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기말 부채총계,28789443821,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기말 총자본(자기자본),216309548233,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기별 매출액,38833293291,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기별 영업이익,8237747779,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기별 당기순이익(지배),13673626326,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128
한미반도체,042700,2019Q3,2019-09-30,분기별 영업활동현금흐름,12244737411,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20191111000128 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20190814001922
