기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
LG이노텍,011070,2010Q1,2010-03-31,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기말 부채총계,2230924171315,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기말 총자본(자기자본),951949599208,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기별 매출액,774899967871,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기별 영업이익,42395332140,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기별 당기순이익(지배),47423280359,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기별 영업활동현금흐름,-30635863094,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기말 지배지분 자본,959244767020,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q1,2010-03-31,분기말 종가,128500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG이노텍 ; 종가 128500 × 상장주식수 17132360 = 시가총액 2201508260000)",5
LG이노텍,011070,2010Q1,2010-03-31,분기말 상장주식수,17132360,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG이노텍 ; 종가 128500 × 상장주식수 17132360 = 시가총액 2201508260000)",5
LG이노텍,011070,2010Q1,2010-03-31,분기말 시가총액,2201508260000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG이노텍 ; 종가 128500 × 상장주식수 17132360 = 시가총액 2201508260000)",5
LG이노텍,011070,2010Q2,2010-06-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기말 부채총계,2658513852583,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기말 총자본(자기자본),1426186434227,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기별 매출액,17,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기별 영업이익,86912500039,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기별 당기순이익(지배),101219878570,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기별 영업활동현금흐름,-130476384455,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100827000339,5
LG이노텍,011070,2010Q2,2010-06-30,분기말 지배지분 자본,1433804733203,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
LG이노텍,011070,2010Q2,2010-06-30,분기말 종가,162500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG이노텍 ; 종가 162500 × 상장주식수 17520281 = 시가총액 2847045662500)",5
LG이노텍,011070,2010Q2,2010-06-30,분기말 상장주식수,17520281,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG이노텍 ; 종가 162500 × 상장주식수 17520281 = 시가총액 2847045662500)",5
LG이노텍,011070,2010Q2,2010-06-30,분기말 시가총액,2847045662500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG이노텍 ; 종가 162500 × 상장주식수 17520281 = 시가총액 2847045662500)",5
LG이노텍,011070,2010Q3,2010-09-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기말 부채총계,2528636614417,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기말 총자본(자기자본),1478218425501,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기별 매출액,17,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기별 영업이익,63152758056,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기별 당기순이익(지배),66598570827,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418,5
LG이노텍,011070,2010Q3,2010-09-30,분기별 영업활동현금흐름,141277179940,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000418 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000418,5
