기업,종목코드,기간,기준일,항목,값(원),값구분,출처,항목세트,라운드
DB손해보험,005830,2010Q1,2010-03-31,분기말 자산총계,14868598650058,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 부채총계,13574797225999,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 총자본(자기자본),1293801424059,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 영업수익,8569433349362,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 영업이익,261852603093,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 당기순이익(지배),226198262780,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 순이자이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 순수수료이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기별 영업활동현금흐름,523106462934,공시(재작성 반영),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330 ; 재작성 출처: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110629000413,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 지배지분 자본,1293801424059,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000330,금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 종가,32300,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 동부화재 ; 종가 32300 × 상장주식수 70800000 = 시가총액 2286840000000)",금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 상장주식수,70800000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 동부화재 ; 종가 32300 × 상장주식수 70800000 = 시가총액 2286840000000)",금융,12
DB손해보험,005830,2010Q1,2010-03-31,분기말 시가총액,2286840000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 동부화재 ; 종가 32300 × 상장주식수 70800000 = 시가총액 2286840000000)",금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 영업수익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 순이자이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 순수수료이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100816001109,금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 종가,35500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 동부화재 ; 종가 35500 × 상장주식수 70800000 = 시가총액 2513400000000)",금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 상장주식수,70800000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 동부화재 ; 종가 35500 × 상장주식수 70800000 = 시가총액 2513400000000)",금융,12
DB손해보험,005830,2010Q2,2010-06-30,분기말 시가총액,2513400000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 동부화재 ; 종가 35500 × 상장주식수 70800000 = 시가총액 2513400000000)",금융,12
DB손해보험,005830,2010Q3,2010-09-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001252,금융,12
DB손해보험,005830,2010Q3,2010-09-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001252,금융,12
DB손해보험,005830,2010Q3,2010-09-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001252,금융,12
