기업,종목코드,기간,기준일,항목,값(원),값구분,출처,항목세트,라운드
삼성생명,032830,2010Q1,2010-03-31,분기말 자산총계,133045073000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 부채총계,120912253000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 총자본(자기자본),12132820000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 영업수익,25695233000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 영업이익,848749000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 당기순이익(지배),906095000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 순이자이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 순수수료이익,데이터 없음(항목 미공시),데이터 없음(항목 미공시),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기별 영업활동현금흐름,-1439998000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 지배지분 자본,12132820000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 종가,데이터 없음(API 최초 거래일 2010-05-12 이전),데이터 없음(상장 전),KRX 오픈API 종목 기본정보 (상장일 2010-05-12 ; 2010-03-31 코스피·코스닥 일별매매정보에 없음),금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 상장주식수,데이터 없음(API 최초 거래일 2010-05-12 이전),데이터 없음(상장 전),KRX 오픈API 종목 기본정보 (상장일 2010-05-12 ; 2010-03-31 코스피·코스닥 일별매매정보에 없음),금융,11
삼성생명,032830,2010Q1,2010-03-31,분기말 시가총액,데이터 없음(API 최초 거래일 2010-05-12 이전),데이터 없음(상장 전),KRX 오픈API 종목 기본정보 (상장일 2010-05-12 ; 2010-03-31 코스피·코스닥 일별매매정보에 없음),금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 영업수익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 순이자이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 순수수료이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기별 영업활동현금흐름,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100629000479,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000175,금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 종가,103500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성생명 ; 종가 103500 × 상장주식수 200000000 = 시가총액 20700000000000)",금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 상장주식수,200000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성생명 ; 종가 103500 × 상장주식수 200000000 = 시가총액 20700000000000)",금융,11
삼성생명,032830,2010Q2,2010-06-30,분기말 시가총액,20700000000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성생명 ; 종가 103500 × 상장주식수 200000000 = 시가총액 20700000000000)",금융,11
삼성생명,032830,2010Q3,2010-09-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기별 영업수익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기별 영업이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기별 당기순이익(지배),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기별 순이자이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
삼성생명,032830,2010Q3,2010-09-30,분기별 순수수료이익,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115001414,금융,11
