기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
LS,006260,2010Q1,2010-03-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100517000057,6
LS,006260,2010Q1,2010-03-31,분기말 종가,98800,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LS ; 종가 98800 × 상장주식수 32200000 = 시가총액 3181360000000)",6
LS,006260,2010Q1,2010-03-31,분기말 상장주식수,32200000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LS ; 종가 98800 × 상장주식수 32200000 = 시가총액 3181360000000)",6
LS,006260,2010Q1,2010-03-31,분기말 시가총액,3181360000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LS ; 종가 98800 × 상장주식수 32200000 = 시가총액 3181360000000)",6
LS,006260,2010Q2,2010-06-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813001003,6
LS,006260,2010Q2,2010-06-30,분기말 종가,88400,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LS ; 종가 88400 × 상장주식수 32200000 = 시가총액 2846480000000)",6
LS,006260,2010Q2,2010-06-30,분기말 상장주식수,32200000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LS ; 종가 88400 × 상장주식수 32200000 = 시가총액 2846480000000)",6
LS,006260,2010Q2,2010-06-30,분기말 시가총액,2846480000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LS ; 종가 88400 × 상장주식수 32200000 = 시가총액 2846480000000)",6
LS,006260,2010Q3,2010-09-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000535,6
LS,006260,2010Q3,2010-09-30,분기말 종가,117000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LS ; 종가 117000 × 상장주식수 32200000 = 시가총액 3767400000000)",6
LS,006260,2010Q3,2010-09-30,분기말 상장주식수,32200000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LS ; 종가 117000 × 상장주식수 32200000 = 시가총액 3767400000000)",6
LS,006260,2010Q3,2010-09-30,분기말 시가총액,3767400000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LS ; 종가 117000 × 상장주식수 32200000 = 시가총액 3767400000000)",6
LS,006260,2010Q4,2010-12-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002111,6
LS,006260,2010Q4,2010-12-30,분기말 종가,106500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, LS ; 종가 106500 × 상장주식수 32200000 = 시가총액 3429300000000)",6
LS,006260,2010Q4,2010-12-30,분기말 상장주식수,32200000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, LS ; 종가 106500 × 상장주식수 32200000 = 시가총액 3429300000000)",6
LS,006260,2010Q4,2010-12-30,분기말 시가총액,3429300000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, LS ; 종가 106500 × 상장주식수 32200000 = 시가총액 3429300000000)",6
LS,006260,2011Q1,2011-03-31,분기말 자산총계,9863084000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기말 부채총계,7111943000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기말 총자본(자기자본),2751141000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기별 매출액,3082738000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기별 영업이익,157273000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기별 당기순이익(지배),63741000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기별 영업활동현금흐름,-277290000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530001107,6
LS,006260,2011Q1,2011-03-31,분기말 종가,110000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, LS ; 종가 110000 × 상장주식수 32200000 = 시가총액 3542000000000)",6
LS,006260,2011Q1,2011-03-31,분기말 상장주식수,32200000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, LS ; 종가 110000 × 상장주식수 32200000 = 시가총액 3542000000000)",6
LS,006260,2011Q1,2011-03-31,분기말 시가총액,3542000000000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, LS ; 종가 110000 × 상장주식수 32200000 = 시가총액 3542000000000)",6
LS,006260,2011Q2,2011-06-30,분기말 자산총계,9852013000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000769,6
LS,006260,2011Q2,2011-06-30,분기말 부채총계,7022302000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000769,6
