기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
대한전선,001440,2010Q1,2010-03-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514004285,10
대한전선,001440,2010Q1,2010-03-31,분기말 종가,17000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 대한전선 ; 종가 17000 × 상장주식수 49069368 = 시가총액 834179256000)",10
대한전선,001440,2010Q1,2010-03-31,분기말 상장주식수,49069368,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 대한전선 ; 종가 17000 × 상장주식수 49069368 = 시가총액 834179256000)",10
대한전선,001440,2010Q1,2010-03-31,분기말 시가총액,834179256000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 대한전선 ; 종가 17000 × 상장주식수 49069368 = 시가총액 834179256000)",10
대한전선,001440,2010Q2,2010-06-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000612,10
대한전선,001440,2010Q2,2010-06-30,분기말 종가,9850,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 대한전선 ; 종가 9850 × 상장주식수 66196713 = 시가총액 652037623050)",10
대한전선,001440,2010Q2,2010-06-30,분기말 상장주식수,66196713,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 대한전선 ; 종가 9850 × 상장주식수 66196713 = 시가총액 652037623050)",10
대한전선,001440,2010Q2,2010-06-30,분기말 시가총액,652037623050,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 대한전선 ; 종가 9850 × 상장주식수 66196713 = 시가총액 652037623050)",10
대한전선,001440,2010Q3,2010-09-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101115000790,10
대한전선,001440,2010Q3,2010-09-30,분기말 종가,7120,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 대한전선 ; 종가 7120 × 상장주식수 66196713 = 시가총액 471320596560)",10
대한전선,001440,2010Q3,2010-09-30,분기말 상장주식수,66196713,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 대한전선 ; 종가 7120 × 상장주식수 66196713 = 시가총액 471320596560)",10
대한전선,001440,2010Q3,2010-09-30,분기말 시가총액,471320596560,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 대한전선 ; 종가 7120 × 상장주식수 66196713 = 시가총액 471320596560)",10
대한전선,001440,2010Q4,2010-12-31,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기말 부채총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기말 총자본(자기자본),미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기별 매출액,데이터 없음(3분기 누적 보고서 없음),데이터 없음(직전 보고서 없음),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기별 영업이익,데이터 없음(3분기 누적 보고서 없음),데이터 없음(직전 보고서 없음),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기별 당기순이익(지배),데이터 없음(3분기 누적 보고서 없음),데이터 없음(직전 보고서 없음),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기별 영업활동현금흐름,데이터 없음(직전 분기 누적 보고서 없음),데이터 없음(직전 보고서 없음),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-31,분기말 지배지분 자본,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331003161,10
대한전선,001440,2010Q4,2010-12-30,분기말 종가,6380,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 대한전선 ; 종가 6380 × 상장주식수 143196713 = 시가총액 913595028940)",10
대한전선,001440,2010Q4,2010-12-30,분기말 상장주식수,143196713,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 대한전선 ; 종가 6380 × 상장주식수 143196713 = 시가총액 913595028940)",10
대한전선,001440,2010Q4,2010-12-30,분기말 시가총액,913595028940,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 대한전선 ; 종가 6380 × 상장주식수 143196713 = 시가총액 913595028940)",10
대한전선,001440,2011Q1,2011-03-31,분기말 자산총계,4865138594000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기말 부채총계,4158856828000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기말 총자본(자기자본),706281766000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기별 매출액,777471837000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기별 영업이익,23886431000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기별 당기순이익(지배),-17303673000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기별 영업활동현금흐름,69248812000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기말 지배지분 자본,500405981000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q1,2011-03-31,분기말 종가,5080,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 대한전선 ; 종가 5080 × 상장주식수 151196713 = 시가총액 768079302040)",10
대한전선,001440,2011Q1,2011-03-31,분기말 상장주식수,151196713,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 대한전선 ; 종가 5080 × 상장주식수 151196713 = 시가총액 768079302040)",10
대한전선,001440,2011Q1,2011-03-31,분기말 시가총액,768079302040,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 대한전선 ; 종가 5080 × 상장주식수 151196713 = 시가총액 768079302040)",10
대한전선,001440,2011Q2,2011-06-30,분기말 자산총계,4061380112000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기말 부채총계,3463245902000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기말 총자본(자기자본),598134210000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기별 매출액,813457289000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기별 영업이익,13487226000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기별 당기순이익(지배),-151202000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기별 영업활동현금흐름,-74242011000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110607000248,10
대한전선,001440,2011Q2,2011-06-30,분기말 지배지분 자본,465664341000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q2,2011-06-30,분기말 종가,6450,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 대한전선 ; 종가 6450 × 상장주식수 151198208 = 시가총액 975228441600)",10
대한전선,001440,2011Q2,2011-06-30,분기말 상장주식수,151198208,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 대한전선 ; 종가 6450 × 상장주식수 151198208 = 시가총액 975228441600)",10
대한전선,001440,2011Q2,2011-06-30,분기말 시가총액,975228441600,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 대한전선 ; 종가 6450 × 상장주식수 151198208 = 시가총액 975228441600)",10
대한전선,001440,2011Q3,2011-09-30,분기말 자산총계,4020527295000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기말 부채총계,3484416113000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기말 총자본(자기자본),536111182000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기별 매출액,715580235000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기별 영업이익,-6980422000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기별 당기순이익(지배),-448000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기별 영업활동현금흐름,-57825396000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110830000282,10
대한전선,001440,2011Q3,2011-09-30,분기말 지배지분 자본,420997568000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q3,2011-09-30,분기말 종가,3870,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110930 (KOSPI, 대한전선 ; 종가 3870 × 상장주식수 151198208 = 시가총액 585137064960)",10
대한전선,001440,2011Q3,2011-09-30,분기말 상장주식수,151198208,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110930 (KOSPI, 대한전선 ; 종가 3870 × 상장주식수 151198208 = 시가총액 585137064960)",10
대한전선,001440,2011Q3,2011-09-30,분기말 시가총액,585137064960,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110930 (KOSPI, 대한전선 ; 종가 3870 × 상장주식수 151198208 = 시가총액 585137064960)",10
대한전선,001440,2011Q4,2011-12-31,분기말 자산총계,3522892708000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788,10
대한전선,001440,2011Q4,2011-12-31,분기말 부채총계,3198387923000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788,10
대한전선,001440,2011Q4,2011-12-31,분기말 총자본(자기자본),324504785000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788,10
대한전선,001440,2011Q4,2011-12-31,분기별 매출액,805025778000,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q4,2011-12-31,분기별 영업이익,-61185441000,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q4,2011-12-31,분기별 당기순이익(지배),-257929809000,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q4,2011-12-31,분기별 영업활동현금흐름,50853895000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000939,10
대한전선,001440,2011Q4,2011-12-31,분기말 지배지분 자본,236508735000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120330002788,10
대한전선,001440,2011Q4,2011-12-29,분기말 종가,2965,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20111229 (KOSPI, 대한전선 ; 종가 2965 × 상장주식수 152361079 = 시가총액 451750599235)",10
대한전선,001440,2011Q4,2011-12-29,분기말 상장주식수,152361079,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20111229 (KOSPI, 대한전선 ; 종가 2965 × 상장주식수 152361079 = 시가총액 451750599235)",10
대한전선,001440,2011Q4,2011-12-29,분기말 시가총액,451750599235,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20111229 (KOSPI, 대한전선 ; 종가 2965 × 상장주식수 152361079 = 시가총액 451750599235)",10
대한전선,001440,2012Q1,2012-03-31,분기말 자산총계,3479404389000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
대한전선,001440,2012Q1,2012-03-31,분기말 부채총계,3197251383000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
대한전선,001440,2012Q1,2012-03-31,분기말 총자본(자기자본),282153006000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
대한전선,001440,2012Q1,2012-03-31,분기별 매출액,586842065000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
대한전선,001440,2012Q1,2012-03-31,분기별 영업이익,22284040000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
대한전선,001440,2012Q1,2012-03-31,분기별 당기순이익(지배),-98458075000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20120530000967,10
