기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
LG화학,051910,2010Q1,2010-03-31,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기말 부채총계,5092460000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기말 총자본(자기자본),6163301000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기별 매출액,4423105000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기별 영업이익,652426000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기별 당기순이익(지배),511103000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기별 영업활동현금흐름,390052000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기말 지배지분 자본,6042897000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q1,2010-03-31,분기말 종가,240500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG화학 ; 종가 240500 × 상장주식수 66271100 = 시가총액 15938199550000)",4
LG화학,051910,2010Q1,2010-03-31,분기말 상장주식수,66271100,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG화학 ; 종가 240500 × 상장주식수 66271100 = 시가총액 15938199550000)",4
LG화학,051910,2010Q1,2010-03-31,분기말 시가총액,15938199550000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, LG화학 ; 종가 240500 × 상장주식수 66271100 = 시가총액 15938199550000)",4
LG화학,051910,2010Q2,2010-06-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기말 부채총계,5144899000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기말 총자본(자기자본),6845929000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기별 매출액,5028046000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기별 영업이익,827876000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기별 당기순이익(지배),638791000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기별 영업활동현금흐름,433460000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001327,4
LG화학,051910,2010Q2,2010-06-30,분기말 지배지분 자본,6730251000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q2,2010-06-30,분기말 종가,309500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG화학 ; 종가 309500 × 상장주식수 66271100 = 시가총액 20510905450000)",4
LG화학,051910,2010Q2,2010-06-30,분기말 상장주식수,66271100,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG화학 ; 종가 309500 × 상장주식수 66271100 = 시가총액 20510905450000)",4
LG화학,051910,2010Q2,2010-06-30,분기말 시가총액,20510905450000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, LG화학 ; 종가 309500 × 상장주식수 66271100 = 시가총액 20510905450000)",4
LG화학,051910,2010Q3,2010-09-30,분기말 자산총계,미확인,미확인,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기말 부채총계,4657230000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기말 총자본(자기자본),7397160000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기별 매출액,5021386000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기별 영업이익,778765000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기별 당기순이익(지배),588556000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기별 영업활동현금흐름,867636000000,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000427,4
LG화학,051910,2010Q3,2010-09-30,분기말 지배지분 자본,7275688000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q3,2010-09-30,분기말 종가,333500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LG화학 ; 종가 333500 × 상장주식수 66271100 = 시가총액 22101411850000)",4
LG화학,051910,2010Q3,2010-09-30,분기말 상장주식수,66271100,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LG화학 ; 종가 333500 × 상장주식수 66271100 = 시가총액 22101411850000)",4
LG화학,051910,2010Q3,2010-09-30,분기말 시가총액,22101411850000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, LG화학 ; 종가 333500 × 상장주식수 66271100 = 시가총액 22101411850000)",4
LG화학,051910,2010Q4,2010-12-31,분기말 자산총계,12673459000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002957,4
LG화학,051910,2010Q4,2010-12-31,분기말 부채총계,4829624000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002957,4
LG화학,051910,2010Q4,2010-12-31,분기말 총자본(자기자본),7843835000000,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002957,4
LG화학,051910,2010Q4,2010-12-31,분기별 매출액,4998913000000,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002957 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
LG화학,051910,2010Q4,2010-12-31,분기별 영업이익,562262000000,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002957 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000611,4
