기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
삼성SDI,006400,2010Q1,2010-03-31,분기말 자산총계,7195309932931,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기말 부채총계,2011298583844,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기말 총자본(자기자본),5184011349087,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기별 매출액,1204911656478,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기별 영업이익,64656618268,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기별 당기순이익(지배),46696585125,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기별 영업활동현금흐름,-59342073349,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기말 지배지분 자본,5019592903503,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q1,2010-03-31,분기말 종가,142000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성SDI ; 종가 142000 × 상장주식수 45558341 = 시가총액 6469284422000)",3
삼성SDI,006400,2010Q1,2010-03-31,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성SDI ; 종가 142000 × 상장주식수 45558341 = 시가총액 6469284422000)",3
삼성SDI,006400,2010Q1,2010-03-31,분기말 시가총액,6469284422000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 삼성SDI ; 종가 142000 × 상장주식수 45558341 = 시가총액 6469284422000)",3
삼성SDI,006400,2010Q2,2010-06-30,분기말 자산총계,7355741810704,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기말 부채총계,1906783862646,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기말 총자본(자기자본),5448957948058,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기별 매출액,1326571853933,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기별 영업이익,83647666123,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기별 당기순이익(지배),68422306167,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기별 영업활동현금흐름,224916285362,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100531001343,3
삼성SDI,006400,2010Q2,2010-06-30,분기말 지배지분 자본,5274119061447,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q2,2010-06-30,분기말 종가,173000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성SDI ; 종가 173000 × 상장주식수 45558341 = 시가총액 7881592993000)",3
삼성SDI,006400,2010Q2,2010-06-30,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성SDI ; 종가 173000 × 상장주식수 45558341 = 시가총액 7881592993000)",3
삼성SDI,006400,2010Q2,2010-06-30,분기말 시가총액,7881592993000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 삼성SDI ; 종가 173000 × 상장주식수 45558341 = 시가총액 7881592993000)",3
삼성SDI,006400,2010Q3,2010-09-30,분기말 자산총계,7592945218069,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기말 부채총계,1761279430109,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기말 총자본(자기자본),5831665787960,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기별 매출액,1347811215385,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기별 영업이익,123809638472,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기별 당기순이익(지배),159659249455,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기별 영업활동현금흐름,144183268977,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100830000352,3
삼성SDI,006400,2010Q3,2010-09-30,분기말 지배지분 자본,5654993395692,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q3,2010-09-30,분기말 종가,156000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 삼성SDI ; 종가 156000 × 상장주식수 45558341 = 시가총액 7107101196000)",3
삼성SDI,006400,2010Q3,2010-09-30,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 삼성SDI ; 종가 156000 × 상장주식수 45558341 = 시가총액 7107101196000)",3
삼성SDI,006400,2010Q3,2010-09-30,분기말 시가총액,7107101196000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 삼성SDI ; 종가 156000 × 상장주식수 45558341 = 시가총액 7107101196000)",3
삼성SDI,006400,2010Q4,2010-12-31,분기말 자산총계,7933567380289,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630,3
삼성SDI,006400,2010Q4,2010-12-31,분기말 부채총계,1702705871196,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630,3
삼성SDI,006400,2010Q4,2010-12-31,분기말 총자본(자기자본),6230861509093,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630,3
삼성SDI,006400,2010Q4,2010-12-31,분기별 매출액,1244980211545,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q4,2010-12-31,분기별 영업이익,14698275344,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q4,2010-12-31,분기별 당기순이익(지배),81324629243,계산(연간-3분기누적),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q4,2010-12-31,분기별 영업활동현금흐름,179147753190,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101129000432,3
삼성SDI,006400,2010Q4,2010-12-31,분기말 지배지분 자본,6051166385134,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331002630,3
삼성SDI,006400,2010Q4,2010-12-30,분기말 종가,168000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2010Q4,2010-12-30,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2010Q4,2010-12-30,분기말 시가총액,7653801288000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2011Q1,2011-03-31,분기말 자산총계,8127204123411,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기말 부채총계,1938965866724,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기말 총자본(자기자본),6188238256687,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기별 매출액,1209045000875,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기별 영업이익,60347342980,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기별 당기순이익(지배),78712661922,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기별 영업활동현금흐름,-15700233984,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기말 지배지분 자본,6007113488654,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q1,2011-03-31,분기말 종가,168000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2011Q1,2011-03-31,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2011Q1,2011-03-31,분기말 시가총액,7653801288000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 삼성SDI ; 종가 168000 × 상장주식수 45558341 = 시가총액 7653801288000)",3
삼성SDI,006400,2011Q2,2011-06-30,분기말 자산총계,8529774586882,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기말 부채총계,2160096879462,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기말 총자본(자기자본),6369677707420,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기별 매출액,1349401986330,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기별 영업이익,89228461349,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기별 당기순이익(지배),86512997262,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기별 영업활동현금흐름,2797727518,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110530000678,3
삼성SDI,006400,2011Q2,2011-06-30,분기말 지배지분 자본,6203674815785,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110829000446,3
삼성SDI,006400,2011Q2,2011-06-30,분기말 종가,163500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 삼성SDI ; 종가 163500 × 상장주식수 45558341 = 시가총액 7448788753500)",3
삼성SDI,006400,2011Q2,2011-06-30,분기말 상장주식수,45558341,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 삼성SDI ; 종가 163500 × 상장주식수 45558341 = 시가총액 7448788753500)",3
삼성SDI,006400,2011Q2,2011-06-30,분기말 시가총액,7448788753500,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 삼성SDI ; 종가 163500 × 상장주식수 45558341 = 시가총액 7448788753500)",3
삼성SDI,006400,2011Q3,2011-09-30,분기말 자산총계,8789417904471,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000569,3
삼성SDI,006400,2011Q3,2011-09-30,분기말 부채총계,2437892622019,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111129000569,3
