기업,종목코드,기간,기준일,항목,값(원),값구분,출처,라운드
한미반도체,042700,2010Q1,2010-03-31,분기말 자산총계,185438992929,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기말 부채총계,54309520215,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기말 총자본(자기자본),131129472714,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기별 매출액,99952821836,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기별 영업이익,6702598596,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기별 당기순이익(지배),7009535258,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기별 영업활동현금흐름,714157787,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기말 지배지분 자본,131129472714,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q1,2010-03-31,분기말 종가,7270,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 한미반도체 ; 종가 7270 × 상장주식수 25432841 = 시가총액 184896754070)",4
한미반도체,042700,2010Q1,2010-03-31,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 한미반도체 ; 종가 7270 × 상장주식수 25432841 = 시가총액 184896754070)",4
한미반도체,042700,2010Q1,2010-03-31,분기말 시가총액,184896754070,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100331 (KOSPI, 한미반도체 ; 종가 7270 × 상장주식수 25432841 = 시가총액 184896754070)",4
한미반도체,042700,2010Q2,2010-06-30,분기말 자산총계,218127777042,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기말 부채총계,60198880980,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기말 총자본(자기자본),157928896062,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기별 매출액,99952821836,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기별 영업이익,6702598596,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기별 당기순이익(지배),7009535258,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기별 영업활동현금흐름,4515096891,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100514000071,4
한미반도체,042700,2010Q2,2010-06-30,분기말 지배지분 자본,157928896062,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q2,2010-06-30,분기말 종가,8480,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 한미반도체 ; 종가 8480 × 상장주식수 25432841 = 시가총액 215670491680)",4
한미반도체,042700,2010Q2,2010-06-30,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 한미반도체 ; 종가 8480 × 상장주식수 25432841 = 시가총액 215670491680)",4
한미반도체,042700,2010Q2,2010-06-30,분기말 시가총액,215670491680,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100630 (KOSPI, 한미반도체 ; 종가 8480 × 상장주식수 25432841 = 시가총액 215670491680)",4
한미반도체,042700,2010Q3,2010-09-30,분기말 자산총계,228518204800,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기말 부채총계,65680114935,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기말 총자본(자기자본),162838089865,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기별 매출액,99952821836,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기별 영업이익,6702598596,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기별 당기순이익(지배),7009535258,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기별 영업활동현금흐름,3650060181,계산(누적차감),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011 ; https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20100813000042,4
한미반도체,042700,2010Q3,2010-09-30,분기말 지배지분 자본,162838089865,공시,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20101112000011,4
한미반도체,042700,2010Q3,2010-09-30,분기말 종가,7880,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 한미반도체 ; 종가 7880 × 상장주식수 25432841 = 시가총액 200410787080)",4
한미반도체,042700,2010Q3,2010-09-30,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 한미반도체 ; 종가 7880 × 상장주식수 25432841 = 시가총액 200410787080)",4
한미반도체,042700,2010Q3,2010-09-30,분기말 시가총액,200410787080,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20100930 (KOSPI, 한미반도체 ; 종가 7880 × 상장주식수 25432841 = 시가총액 200410787080)",4
한미반도체,042700,2010Q4,2010-12-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110331000155,4
한미반도체,042700,2010Q4,2010-12-30,분기말 종가,8140,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 한미반도체 ; 종가 8140 × 상장주식수 25432841 = 시가총액 207023325740)",4
한미반도체,042700,2010Q4,2010-12-30,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 한미반도체 ; 종가 8140 × 상장주식수 25432841 = 시가총액 207023325740)",4
한미반도체,042700,2010Q4,2010-12-30,분기말 시가총액,207023325740,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20101230 (KOSPI, 한미반도체 ; 종가 8140 × 상장주식수 25432841 = 시가총액 207023325740)",4
한미반도체,042700,2011Q1,2011-03-31,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110516000201,4
한미반도체,042700,2011Q1,2011-03-31,분기말 종가,8800,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 한미반도체 ; 종가 8800 × 상장주식수 25432841 = 시가총액 223809000800)",4
한미반도체,042700,2011Q1,2011-03-31,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 한미반도체 ; 종가 8800 × 상장주식수 25432841 = 시가총액 223809000800)",4
한미반도체,042700,2011Q1,2011-03-31,분기말 시가총액,223809000800,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110331 (KOSPI, 한미반도체 ; 종가 8800 × 상장주식수 25432841 = 시가총액 223809000800)",4
한미반도체,042700,2011Q2,2011-06-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20110811000129,4
한미반도체,042700,2011Q2,2011-06-30,분기말 종가,7000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 한미반도체 ; 종가 7000 × 상장주식수 25432841 = 시가총액 178029887000)",4
한미반도체,042700,2011Q2,2011-06-30,분기말 상장주식수,25432841,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 한미반도체 ; 종가 7000 × 상장주식수 25432841 = 시가총액 178029887000)",4
한미반도체,042700,2011Q2,2011-06-30,분기말 시가총액,178029887000,API,"https://data-dbg.krx.co.kr/svc/apis/sto/stk_bydd_trd?basDd=20110630 (KOSPI, 한미반도체 ; 종가 7000 × 상장주식수 25432841 = 시가총액 178029887000)",4
한미반도체,042700,2011Q3,2011-09-30,분기말 자산총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기말 부채총계,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기말 총자본(자기자본),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기별 매출액,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기별 영업이익,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기별 당기순이익(지배),데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기별 영업활동현금흐름,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
한미반도체,042700,2011Q3,2011-09-30,분기말 지배지분 자본,데이터 없음(보고서에 연결재무제표 없음),데이터 없음(연결 미수록),https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20111114000108,4
