기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처,라운드
Apple,AAPL,2015Q3,2015-09-26,분기말 자산총계,재작성 반영,290479000000,공시,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/,290345000000,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/,1
Apple,AAPL,2015Q3,2015-09-26,분기말 부채총계,재작성 반영,171124000000,공시,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/,170990000000,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/,1
Apple,AAPL,2017Q1,2017-04-01,분기별 영업활동현금흐름,재작성 반영,12523000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/320193/000162828017004790/ ; https://www.sec.gov/Archives/edgar/data/320193/000162828017000717/,12748000000,https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/ ; https://www.sec.gov/Archives/edgar/data/320193/000162828017000717/,1
Apple,AAPL,2017Q2,2017-07-01,분기별 영업활동현금흐름,재작성 반영,8363000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/320193/000032019317000009/ ; https://www.sec.gov/Archives/edgar/data/320193/000162828017004790/,8672000000,https://www.sec.gov/Archives/edgar/data/320193/000032019318000100/ ; https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/,1
Apple,AAPL,2017Q3,2017-09-30,분기별 영업활동현금흐름,재작성 반영,15656000000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/ ; https://www.sec.gov/Archives/edgar/data/320193/000032019317000009/,15749000000,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/ ; https://www.sec.gov/Archives/edgar/data/320193/000032019318000100/,1
